title,artist,popularity,album_name,album_release,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
22,Taylor Swift,68,Red (Big Machine Radio Release Special),2012-10-21,pop,0.661,0.729,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120
One Dance,Drake,68,Views,2016-05-13,pop,0.792,0.625,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987
Enemies,Lauv,68,I met you when I was 18. (the playlist),2018-05-31,pop,0.696,0.693,-4.64,1,0.044,0.175,0,0.122,0.601,126.025,194755
O Pana!,$uicideBoy$,68,Eternal Grey,2016-09-11,rap,0.8,0.505,-6.54,1,0.115,0.0206,2.05e-5,0.198,0.179,114.972,128418
Hasta Que Salga el Sol,Ozuna,68,Hasta Que Salga el Sol,2019-11-07,latin,0.857,0.823,-4.22,1,0.0516,0.0206,7.7e-4,0.0593,0.57,96.048,188600
Shake It Off,Taylor Swift,68,1989,2014-10-27,latin,0.648,0.785,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200
Jaded,Drake,68,Scorpion,2018-06-29,r&b,0.766,0.271,-5.697,1,0.0412,0.037,0,0.175,0.0371,116.02,262453
End Game,Taylor Swift,68,reputation,2017-11-10,r&b,0.649,0.589,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,244827
Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,67,Beautiful People (feat. Khalid) [Jack Wins Remix],2019-07-11,pop,0.675,0.919,-5.385,1,0.127,0.0799,0,0.143,0.585,124.982,163049
Takeaway (feat. Lennon Stella),The Chainsmokers,67,World War Joy...Takeaway,2019-07-24,pop,0.294,0.505,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893
The Days,Avicii,67,The Days / Nights,2014-01-01,pop,0.59,0.724,-3.278,1,0.0439,0.04,4.07e-5,0.142,0.526,127.059,278480
Gorgeous,Taylor Swift,67,reputation (Big Machine Radio Release Special),2017-11-08,pop,0.8,0.535,-6.684,1,0.135,0.0713,9.48e-6,0.213,0.451,92.027,209680
Thinking out Loud,Ed Sheeran,67,x (Wembley Edition),2013,pop,0.781,0.445,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,67,Nothing but the Beat (Ultimate Edition),2012-12-07,pop,0.492,0.857,-2.634,1,0.0655,0.0841,7.82e-6,0.344,0.393,129.973,222500
You Make Me,Avicii,67,True,2013-01-01,pop,0.586,0.727,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,233347
Without You (feat. Usher),David Guetta,67,Nothing but the Beat (Ultimate Edition),2012-12-07,pop,0.608,0.614,-3.727,1,0.0285,0.227,4.06e-6,0.157,0.402,127.884,208133
Haute (feat. J Balvin & Chris Brown),Tyga,67,Legendary,2019-06-07,rap,0.946,0.723,-3.692,1,0.114,0.0778,0,0.0608,0.349,102.956,160877
Patience,Guns N' Roses,67,G N' R Lies,1988-01-01,rock,0.457,0.266,-14.465,1,0.0313,0.711,2.61e-4,0.124,0.372,120.459,354400
Fat Bottomed Girls - 2011 Remaster,Queen,67,Jazz (2011 Remaster),1978-11-10,rock,0.332,0.683,-7.679,1,0.0491,0.0322,6.51e-6,0.342,0.419,88.522,255600
No Dejes Que...,Caifanes,67,El Silencio,1992-06-08,rock,0.613,0.898,-7.593,1,0.0368,0.429,1.29e-6,0.272,0.763,134.033,279160
Don't Stop - 2004 Remaster,Fleetwood Mac,67,Rumours (Super Deluxe),1977-02-04,rock,0.672,0.72,-7.781,1,0.035,0.0373,9.38e-6,0.0371,0.828,118.731,193347
Killer Queen - 2011 Mix,Queen,67,Sheer Heart Attack (Deluxe Remastered Version),1974-11-08,rock,0.535,0.65,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,179600
Guaya Guaya,Don Omar,67,The Last Don II,2015-06-16,latin,0.788,0.873,-2.322,1,0.117,0.00607,5.2e-4,0.0908,0.703,91.981,193613
Dale Don Dale,Don Omar,67,The Last Don,2003-01-01,latin,0.831,0.818,-7.827,1,0.0825,0.0242,3.36e-4,0.0892,0.807,95.023,212413
Tattoos Together,Lauv,67,~how i'm feeling~,2020-01-16,r&b,0.862,0.4,-7.486,1,0.0736,0.00575,7.49e-6,0.123,0.596,122.963,186613
I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,66,I Don't Care (with Justin Bieber) [Loud Luxury Remix],2019-06-14,pop,0.748,0.916,-2.634,1,0.0583,0.102,0,0.0653,0.518,122.036,194754
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,66,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],2019-12-11,pop,0.805,0.835,-4.603,1,0.0896,0.13,5.03e-6,0.365,0.722,125.028,188230
Push My Luck,The Chainsmokers,66,World War Joy...Push My Luck,2019-11-08,pop,0.584,0.643,-6.415,1,0.0395,0.288,0,0.186,0.53,90.036,181844
For A Better Day,Avicii,66,Stories,2015-10-02,pop,0.639,0.843,-3.393,1,0.0334,0.0386,0.0829,0.108,0.317,135.002,206067
How Do You Want It,2Pac,66,All Eyez On Me,1996-02-13,rap,0.763,0.84,-3.704,1,0.0929,0.0346,0,0.0601,0.748,92.477,287547
Memories (feat. Kid Cudi),David Guetta,66,Memories (feat. Kid Cudi),2010-02-12,rap,0.546,0.899,-3.937,1,0.233,0.00158,6.08e-6,0.229,0.47,130.003,210840
LTE,$uicideBoy$,66,YUNGDEATHLILLIFE,2015-05-08,rap,0.781,0.493,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,106.011,133747
Fat Bottomed Girls - Remastered 2011,Queen,66,Jazz (Deluxe Remastered Version),1978-11-10,rock,0.337,0.684,-7.674,1,0.0495,0.0319,6.57e-6,0.342,0.404,88.772,255600
Changes - 2015 Remaster,David Bowie,66,Hunky Dory (2015 Remastered Version),1971-12-17,rock,0.547,0.308,-11.75,1,0.0377,0.505,0,0.109,0.41,114.719,217747
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,66,Beautiful People (feat. Khalid) [NOTD Remix],2019-07-11,latin,0.702,0.794,-5.913,1,0.0562,0.00715,4.56e-5,0.11,0.37,103.972,162081
Legendary (feat. Gunna),Tyga,66,Legendary,2019-06-07,r&b,0.894,0.492,-4.692,1,0.104,0.0295,1.22e-6,0.14,0.397,100.041,152532
How Bout Now,Drake,66,Care Package,2019-08-02,r&b,0.789,0.404,-8.364,1,0.23,0.205,0,0.219,0.472,122.062,235566
Don't Look Down,Martin Garrix,66,Don't Look Down,2015-03-17,edm,0.575,0.831,-5.972,1,0.0356,0.00406,4.49e-4,0.111,0.377,127.991,223140
South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,pop,0.789,0.858,-4.388,1,0.0404,0.22,4.58e-5,0.335,0.491,110.012,173455
Something Real,Armin van Buuren,65,Something Real,2019-07-12,pop,0.575,0.808,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
This Is What It Feels Like,Armin van Buuren,65,Intense,2013-05-03,pop,0.552,0.831,-5.217,1,0.0298,0.0391,2.93e-6,0.0632,0.144,129.889,204360
Young,The Chainsmokers,65,Memories...Do Not Open,2017-04-07,pop,0.615,0.564,-6.384,1,0.0291,0.0105,0,0.148,0.454,103.006,224773
Rolling Stoned,Upchurch,65,Bad Mutha Fucka,2016-12-09,rap,0.738,0.514,-11.831,1,0.0767,0.188,0,0.3,0.201,143.932,218333
Hit 'Em Up - Single Version,2Pac,65,Greatest Hits,1998-01-01,rap,0.916,0.844,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,312627
Can't C Me,2Pac,65,All Eyez On Me,1996-02-13,rap,0.797,0.852,-2.234,1,0.172,0.0432,3.97e-6,0.409,0.674,95.416,330760
All About U,2Pac,65,All Eyez On Me,1996-02-13,rap,0.859,0.792,-4.007,1,0.141,0.065,0,0.3,0.766,103.201,276813
Magazine,$uicideBoy$,65,Radical $uicide,2016-07-22,rap,0.881,0.903,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,131500
Champion Of Death,$uicideBoy$,65,Radical $uicide,2016-07-22,rap,0.817,0.911,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,116000
Walk This Way,Aerosmith,65,Aerosmith's Greatest Hits,1980-11-11,rock,0.629,0.785,-10.761,1,0.0471,0.0249,9.45e-6,0.0522,0.869,108.531,211027
Always in My Head,Coldplay,65,Ghost Stories,2014-05-19,rock,0.499,0.502,-9.307,1,0.0254,0.0128,0.687,0.068,0.0397,97.544,216627
You're My Best Friend - Remastered 2011,Queen,65,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.51,0.76,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,170787
Don't Stop - 2004 Remaster,Fleetwood Mac,65,Rumours,1977-02-04,rock,0.671,0.71,-7.724,1,0.0356,0.0393,1.12e-5,0.0387,0.834,118.745,193347
Te Quiero Pa´Mi,Don Omar,65,King Of Kings 10th Anniversary (Remastered),2016-11-11,latin,0.759,0.812,-3.95,1,0.0593,0.122,4.51e-5,0.192,0.661,88.995,211627
Wildest Dreams,Taylor Swift,65,1989,2014-10-27,latin,0.553,0.664,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,65,Don’t Call Me Angel (Charlie’s Angels),2019-09-13,r&b,0.643,0.721,-5.248,1,0.0449,0.00268,6.51e-6,0.0898,0.317,102.914,190107
Let's Dance - 2002 Remaster,David Bowie,65,Let's Dance,1983,r&b,0.654,0.641,-9.771,1,0.0482,0.00535,0.00321,0.209,0.794,114.696,247600
Don't Let Me Down - Illenium Remix,The Chainsmokers,64,Don't Let Me Down (Remixes),2016-05-27,pop,0.428,0.656,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,218933
Bang My Head (feat. Sia & Fetty Wap),David Guetta,64,Listen Again,2015-11-27,pop,0.599,0.869,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
Alright,Logic,64,Under Pressure (Deluxe),2014-10-21,rap,0.807,0.693,-5.056,1,0.0481,0.0504,7.75e-6,0.0762,0.142,127.035,218280
Indica Badu,Logic,64,Bobby Tarantino II,2018-03-09,rap,0.742,0.72,-2.876,1,0.116,0.0402,8.46e-4,0.0839,0.97,77.011,260320
Rack City,Tyga,64,Careless World: Rise Of The Last King,2012-01-01,rap,0.929,0.339,-10.881,1,0.371,0.0373,1.96e-5,0.187,0.273,98.986,203200
KMT,Drake,64,More Life,2017-03-18,rap,0.875,0.6,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,162638
Too Many,Tyga,64,Legendary,2019-06-07,rap,0.794,0.661,-4.188,1,0.263,0.0488,0,0.214,0.359,99.977,145293
Pasado y Presente,Ozuna,64,Aura,2018-08-24,rap,0.882,0.695,-2.866,1,0.0535,0.129,0.00109,0.0906,0.97,127.988,221387
Supuestamente,Ozuna,64,Aura,2018-08-24,rap,0.746,0.682,-4.426,1,0.0705,0.235,0,0.0911,0.805,173.903,198587
Midnight,Coldplay,64,Ghost Stories,2014-05-19,rock,0.548,0.475,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.976,294667
Bicycle Race - Remastered 2011,Queen,64,Jazz (2011 Remaster),1978-11-10,rock,0.463,0.671,-6.438,1,0.0683,0.0626,0,0.0947,0.633,84.28,180813
Mátenme Porque Me Muero,Caifanes,64,Caifanes,1988-05-15,rock,0.439,0.864,-5.866,1,0.0437,0.283,2.01e-5,0.198,0.481,169.228,213360
The Jean Genie - 2013 Remaster,David Bowie,64,Aladdin Sane (2013 Remastered Version),1973-04-13,rock,0.58,0.571,-9.116,1,0.0321,0.378,5.13e-6,0.358,0.818,128.15,248013
Noches de Aventura,Ozuna,64,Odisea,2017-08-25,latin,0.763,0.753,-4.554,1,0.152,0.218,0,0.0691,0.641,183.938,236707
Taboo,Don Omar,64,Meet The Orphans,2010-01-01,latin,0.43,0.886,-5.811,1,0.0828,0.0449,0,0.0879,0.808,187.38,292160
Quiero Mas,Ozuna,64,Aura,2018-08-24,latin,0.768,0.821,-4.7,1,0.0437,0.0256,3.17e-6,0.165,0.516,94.011,244293
Ice Cream Man,Tyga,64,Fuk Wat They Talkin Bout,2015-08-24,r&b,0.902,0.67,-4.074,1,0.19,0.167,0,0.107,0.39,144.07,186672
When Love Takes Over (feat. Kelly Rowland),David Guetta,64,When Love Takes Over,2009-04-17,edm,0.658,0.863,-4.64,1,0.0255,0.0144,1.93e-4,0.2,0.496,129.972,189000
Roses,The Chainsmokers,63,Bouquet,2015-10-23,pop,0.718,0.808,-7.652,1,0.0473,0.0299,0.00414,0.225,0.309,100.033,225813
Over,Drake,63,Thank Me Later,2010-01-01,rap,0.35,0.845,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,233560
Dip,Tyga,63,Legendary (Deluxe Edition),2019-08-23,rap,0.885,0.543,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,195992
ICONIC (ft. Jaden Smith),Logic,63,YSIV,2018-09-28,rap,0.388,0.777,-5.55,1,0.241,0.00575,0,0.288,0.192,175.933,298133
Black SpiderMan,Logic,63,Everybody,2017-05-05,rap,0.622,0.867,-5.298,1,0.0893,0.111,1.04e-4,0.346,0.339,140.011,331267
California Love - Original Version,2Pac,63,Greatest Hits,1998-01-01,rap,0.763,0.85,-3.052,1,0.0417,0.0304,1.21e-6,0.371,0.761,91.519,284907
O,Coldplay,63,Ghost Stories,2014-05-19,rock,0.23,0.216,-14.727,1,0.0376,0.911,0.829,0.0934,0.0618,92.022,323480
La Negra Tomasa - Bilongo - Versión Tropical,Caifanes,63,Caifanes,1988-05-15,rock,0.53,0.683,-7.13,1,0.0313,0.234,0.311,0.274,0.694,174.441,472400
The Chain - 2004 Remaster,Fleetwood Mac,63,Rumours,1977-02-04,rock,0.522,0.755,-6.95,1,0.0524,0.0517,6.63e-5,0.0781,0.637,151.796,269813
Go To War,Hardwell,63,Go To War,2019-11-22,edm,0.553,0.827,-5.381,1,0.0482,0.00188,0,0.304,0.153,132.077,167500
Jump,David Guetta,63,Jump,2019-10-03,edm,0.775,0.941,-3.016,1,0.182,0.00106,0.0174,0.0781,0.362,127.997,214219
Mean,Taylor Swift,62,Speak Now,2010-01-01,pop,0.57,0.747,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,237747
Closer,The Chainsmokers,62,Collage EP,2016-11-04,pop,0.736,0.541,-5.597,1,0.0297,0.415,0,0.11,0.662,94.962,245507
Chasing Fire,Lauv,62,Chasing Fire,2018-03-29,pop,0.709,0.562,-4.864,1,0.0724,0.0449,0,0.217,0.386,125.965,205267
Fade Away,Logic,62,The Incredible True Story,2015-11-13,rap,0.709,0.787,-2.377,1,0.235,0.27,0.00114,0.296,0.607,75.986,287400
2 Of Amerikaz Most Wanted,2Pac,62,All Eyez On Me,1996-02-13,rap,0.856,0.904,-4.804,1,0.139,0.0253,3.16e-5,0.0537,0.855,99.247,246533
Uptown (feat. Bun B & Lil Wayne),Drake,62,So Far Gone,2019-02-15,rap,0.416,0.824,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,382262
Changes,2Pac,62,Greatest Hits,1998-01-01,rap,0.865,0.665,-6.289,1,0.073,0.0453,0,0.224,0.331,111.113,268827
Ink,Coldplay,62,Ghost Stories,2014-05-19,rock,0.688,0.706,-7.31,1,0.0324,0.0661,0.125,0.118,0.689,112.019,228373
Save Me - Remastered 2011,Queen,62,The Game (2011 Remaster),1980-06-27,rock,0.507,0.452,-6.8,1,0.0269,0.359,0,0.109,0.322,81.632,229920
Call You Mine,The Chainsmokers,62,World War Joy...Takeaway,2019-07-24,latin,0.591,0.702,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653
Thing For You - David Guetta Remix,David Guetta,62,Thing For You (David Guetta Remix),2019-08-30,edm,0.44,0.867,-4.402,1,0.061,0.552,9.45e-6,0.115,0.452,123.43,203226
Takeaway - Andrew Rayel Remix,The Chainsmokers,62,Takeaway - The Remixes,2019-11-01,edm,0.469,0.83,-3.301,1,0.0727,1.87e-4,0,0.0875,0.162,126.835,180000
Mr. Navigator,Armin van Buuren,62,Mr. Navigator,2019-09-13,edm,0.759,0.948,-5.465,1,0.114,0.0212,0.336,0.366,0.181,134.085,152239
Bad Blood,Taylor Swift,62,1989,2014-10-27,edm,0.652,0.802,-6.114,1,0.181,0.0871,6.45e-6,0.148,0.295,170.157,211933
Our Song,Taylor Swift,61,Taylor Swift (Big Machine Radio Release Special),2006-10-23,pop,0.667,0.659,-4.932,1,0.0298,0.113,0,0.325,0.575,89.128,203440
How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,61,How You Love Me (feat. Conor Maynard & Snoop Dogg),2018-12-07,pop,0.775,0.723,-4.095,1,0.0468,0.282,3.71e-4,0.126,0.756,104.991,194286
Together,Martin Garrix,61,Seven,2016-10-28,pop,0.509,0.729,-4.773,1,0.0343,0.0732,2.73e-5,0.233,0.196,127.871,221274
Till The End,Logic,61,Under Pressure (Deluxe),2014-10-21,rap,0.587,0.726,-6.263,1,0.214,0.216,0,0.0868,0.248,151.882,312360
Contra,Logic,61,Bobby Tarantino II,2018-03-09,rap,0.804,0.823,-5.837,1,0.0488,0.104,0,0.2,0.616,126.007,217147
Slip On A Banana Clip,$uicideBoy$,61,DIRTIERNASTIER$UICIDE,2017-02-21,rap,0.755,0.788,-4.572,1,0.216,0.0355,0,0.311,0.465,140.055,137195
Nightrain,Guns N' Roses,61,Appetite For Destruction,1987-01-01,rock,0.4,0.992,-6.995,1,0.0725,0.107,0.0113,0.179,0.243,149.41,266173
Aquí No Es Así,Caifanes,61,El Nervio Del Volcan,1994,rock,0.616,0.766,-11.095,1,0.0321,0.0268,1.05e-6,0.329,0.883,105.764,294267
Dream On,Aerosmith,61,The Essential Aerosmith,2011-09-13,rock,0.412,0.528,-6.613,1,0.0259,0.298,5.03e-5,0.332,0.175,79.962,265093
You're My Best Friend - Remastered 2011,Queen,61,A Night At The Opera (Deluxe Remastered Version),1975-11-21,rock,0.518,0.761,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800
Dreams Money Can Buy,Drake,61,Care Package,2019-08-02,r&b,0.423,0.587,-6.635,1,0.529,0.765,0,0.114,0.33,180.331,253803
Drop To The Floor,Hardwell,61,Hardwell presents Revealed Vol. 10,2019-08-30,edm,0.769,0.995,-0.57,1,0.265,0.0322,0,0.279,0.237,127.97,185625
Who Do You Love - R3HAB Remix,The Chainsmokers,61,Who Do You Love (R3HAB Remix),2019-03-22,edm,0.529,0.698,-6.87,1,0.0456,0.2,0,0.185,0.357,142.012,152120
Call You Mine - Keanu Silva Remix,The Chainsmokers,60,Call You Mine - The Remixes,2019-07-19,pop,0.718,0.93,-3.778,1,0.102,0.0287,9.43e-6,0.204,0.277,121.956,169093
Million Voices,Armin van Buuren,60,Balance,2019-10-25,pop,0.466,0.869,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150
Kanye,The Chainsmokers,60,Kanye,2014-08-05,pop,0.599,0.619,-6.575,1,0.0523,0.002,1.49e-6,0.117,0.121,128.041,229947
100 Miles and Running (ft. Wale & John Lindahl),Logic,60,YSIV,2018-09-28,rap,0.835,0.929,-3.595,1,0.0653,0.579,1.28e-6,0.38,0.96,119.047,353453
Overnight,Logic,60,Bobby Tarantino II,2018-03-09,rap,0.861,0.745,-6.77,1,0.0608,0.00138,1.87e-5,0.141,0.889,150.002,217560
Can't Have Everything,Drake,60,More Life,2017-03-18,rap,0.856,0.572,-8.429,1,0.373,0.0136,1.55e-6,0.121,0.454,82.445,228438
Faded,Tyga,60,Careless World: Rise Of The Last King,2012-01-01,rap,0.831,0.667,-8.438,1,0.188,0.0103,0,0.35,0.339,95.073,206667
Life Goes On,2Pac,60,All Eyez On Me,1996-02-13,rap,0.693,0.843,-5.463,1,0.253,0.117,0,0.343,0.529,158.465,301600
It's So Easy,Guns N' Roses,60,Appetite For Destruction,1987-01-01,rock,0.375,0.973,-10.098,1,0.128,0.0134,9.52e-6,0.0947,0.218,150.636,201360
Play The Game - Remastered 2011,Queen,60,The Game (2011 Remaster),1980-06-27,rock,0.242,0.7,-5.772,1,0.0346,0.341,0,0.122,0.273,156.706,212533
Cool Cat - Remastered 2011,Queen,60,Hot Space (2011 Remaster),1982-05-03,rock,0.818,0.4,-9.927,1,0.11,0.302,0.00241,0.18,0.838,73.76,209107
Back In the Saddle,Aerosmith,60,Rocks,1976-05-14,rock,0.426,0.903,-9.661,1,0.0389,0.00578,0.00945,0.0945,0.762,122.201,280360
'39 - 2011 Mix,Queen,60,A Night At The Opera (Deluxe Edition 2011 Remaster),1975-11-21,rock,0.524,0.571,-9.686,1,0.0273,0.0271,0,0.111,0.373,101.626,210800
Con los Años Que Me Quedan,Gloria Estefan,60,Mi Tierra,1993-06-03,latin,0.552,0.303,-10.579,1,0.0429,0.772,0,0.119,0.336,85.921,276600
Conga,Gloria Estefan,60,Exitos de gloria estefan,1990-09-25,latin,0.791,0.805,-10.202,1,0.0464,0.16,0.0583,0.0563,0.882,122.219,255107
Fantasía,Ozuna,60,Fantasía,2019-11-28,latin,0.692,0.727,-5.586,1,0.094,0.208,1.38e-4,0.0995,0.786,180.079,175187
Dutty Love,Don Omar,60,Don Omar Presents MTO2: New Generation,2012-01-01,latin,0.742,0.873,-3.373,1,0.082,0.232,1.17e-5,0.114,0.899,90.004,285333
Hooka,Don Omar,60,Meet The Orphans,2010-01-01,latin,0.73,0.863,-5.082,1,0.154,0.0373,0,0.491,0.818,170.014,237973
Everybody Dies,Logic,59,YSIV,2018-09-28,rap,0.784,0.922,-3.92,1,0.152,0.141,3.48e-6,0.377,0.836,94.082,250213
Take It Back,Logic,59,Everybody,2017-05-05,rap,0.837,0.84,-4.293,1,0.239,0.0629,0,0.329,0.692,135.004,400013
Super Mario World,Logic,59,Bobby Tarantino,2016-07-01,rap,0.862,0.662,-7.19,1,0.209,0.0548,0,0.0993,0.394,131.964,177680
I Am The Greatest,Logic,59,The Incredible True Story,2015-11-13,rap,0.801,0.815,-4.81,1,0.148,0.042,4.42e-6,0.0741,0.37,90.017,202920
The Old Days (feat. Justin Adams),Upchurch,59,Bad Mutha Fucka,2016-12-09,rap,0.625,0.538,-9.805,1,0.0317,0.00819,0,0.361,0.222,130.07,234462
Only,Jelly Roll,59,Addiction Kills,2017-04-21,rap,0.695,0.745,-4.566,1,0.0292,0.0124,0,0.0863,0.484,105.01,198116
Picture Me Rollin',2Pac,59,All Eyez On Me,1996-02-13,rap,0.832,0.757,-4.908,1,0.135,0.029,0,0.463,0.449,95.905,314720
